BI Reference,Year,Quarter,Data Subject Type,Data Type,Decision Taken,Incident Category,Incident Type,No. Data Subjects Affected,Sector,Time Taken to Report
BI1654,2024,Qtr 1,Patients,Criminal offence data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Education and childcare,24 hours to 72 hours
BI1654,2024,Qtr 1,Patients,Official documents,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Education and childcare,24 hours to 72 hours
BI1655,2024,Qtr 1,Patients,Health data,Ongoing,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Transport and leisure,Less than 24 hours
BI1656,2024,Qtr 1,Users,Location data,No Further Action,Non Cyber,Data left on screen in public location,1 to 9,Local government,24 hours to 72 hours
BI1657,2024,Qtr 1,Employees,Economic and financial data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,General business,24 hours to 72 hours
BI1657,2024,Qtr 1,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,General business,24 hours to 72 hours
BI1657,2024,Qtr 1,Employees,Official documents,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,General business,24 hours to 72 hours
BI1658,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,1k to 10k,Local government,72 hours to 1 week
BI1658,2024,Qtr 1,Customers or prospective customers,Location data,No Further Action,Non Cyber,Not Provided,1k to 10k,Local government,72 hours to 1 week
BI1659,2024,Qtr 1,Patients,Official documents,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,General business,Less than 24 hours
BI1659,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,General business,Less than 24 hours
BI1660,2024,Qtr 1,Patients,Identification data,No Further Action,Cyber,Phishing attack,10 to 99,Legal,Less than 24 hours
BI1661,2024,Qtr 1,Employees,Basic personal identifiers,No Further Action,Non Cyber,Not Provided,10k to 100k,Health,24 hours to 72 hours
BI1661,2024,Qtr 1,Employees,Health data,No Further Action,Non Cyber,Not Provided,10k to 100k,Health,24 hours to 72 hours
BI1662,2024,Qtr 1,Customers or prospective customers,Criminal offence data,Investigation Pursued,Non Cyber,Not Provided,10 to 99,"Finance, insurance and credit",Less than 24 hours
BI1663,2024,Qtr 1,Employees,Health data,No Further Action,Cyber,Ransomware,1k to 10k,Health,Less than 24 hours
BI1663,2024,Qtr 1,Employees,Identification data,No Further Action,Cyber,Ransomware,1k to 10k,Health,Less than 24 hours
BI1663,2024,Qtr 1,Employees,Official documents,No Further Action,Cyber,Ransomware,1k to 10k,Health,Less than 24 hours
BI1664,2024,Qtr 1,Children,Location data,Investigation Pursued,Non Cyber,Loss/theft of device containing personal data,10 to 99,"Finance, insurance and credit",Less than 24 hours
BI1664,2024,Qtr 1,Children,Identification data,Investigation Pursued,Non Cyber,Loss/theft of device containing personal data,10 to 99,"Finance, insurance and credit",Less than 24 hours
BI1664,2024,Qtr 1,Children,Basic personal identifiers,Investigation Pursued,Non Cyber,Loss/theft of device containing personal data,10 to 99,"Finance, insurance and credit",Less than 24 hours
BI1665,2024,Qtr 1,Employees,Data revealing racial or ethnic origin,Investigation Pursued,Cyber,Ransomware,100 to 1k,Local government,More than 1 week
BI1665,2024,Qtr 1,Employees,Health data,Investigation Pursued,Cyber,Ransomware,100 to 1k,Local government,More than 1 week
BI1666,2024,Qtr 1,Service users,Health data,Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,24 hours to 72 hours
BI1666,2024,Qtr 1,Service users,Economic and financial data,Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,24 hours to 72 hours
BI1667,2024,Qtr 1,Customers or prospective customers,Location data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,General business,72 hours to 1 week
BI1668,2024,Qtr 1,Service users,Identification data,Investigation Pursued,Cyber,Phishing attack,1 to 9,Legal,72 hours to 1 week
BI1668,2024,Qtr 1,Service users,Economic and financial data,Investigation Pursued,Cyber,Phishing attack,1 to 9,Legal,72 hours to 1 week
BI1668,2024,Qtr 1,Service users,Location data,Investigation Pursued,Cyber,Phishing attack,1 to 9,Legal,72 hours to 1 week
BI1669,2024,Qtr 1,Users,Data revealing racial or ethnic origin,No Further Action,Cyber,Ransomware,100 to 1k,"Finance, insurance and credit",72 hours to 1 week
BI1669,2024,Qtr 1,Users,Basic personal identifiers,No Further Action,Cyber,Ransomware,100 to 1k,"Finance, insurance and credit",72 hours to 1 week
BI1669,2024,Qtr 1,Users,Identification data,No Further Action,Cyber,Ransomware,100 to 1k,"Finance, insurance and credit",72 hours to 1 week
BI1670,2024,Qtr 1,Service users,Official documents,Action Taken,Cyber,Malware (not ransomware),1 to 9,"Finance, insurance and credit",Less than 24 hours
BI1670,2024,Qtr 1,Service users,Data revealing racial or ethnic origin,Action Taken,Cyber,Malware (not ransomware),1 to 9,"Finance, insurance and credit",Less than 24 hours
BI1671,2024,Qtr 1,Patients,Official documents,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Charitable and voluntary,72 hours to 1 week
BI1671,2024,Qtr 1,Patients,Criminal offence data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Charitable and voluntary,72 hours to 1 week
BI1671,2024,Qtr 1,Patients,Identification data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Charitable and voluntary,72 hours to 1 week
BI1672,2024,Qtr 1,Customers or prospective customers,Criminal offence data,Investigation Pursued,Non Cyber,Loss/theft of device containing personal data,100 to 1k,Charitable and voluntary,24 hours to 72 hours
BI1672,2024,Qtr 1,Customers or prospective customers,Official documents,Investigation Pursued,Non Cyber,Loss/theft of device containing personal data,100 to 1k,Charitable and voluntary,24 hours to 72 hours
BI1673,2024,Qtr 1,Subscribers,Location data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Retail and manufacture,24 hours to 72 hours
BI1674,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,Local government,72 hours to 1 week
BI1675,2024,Qtr 1,Service users,Health data,Investigation Pursued,Cyber,Phishing attack,1 to 9,General business,Less than 24 hours
BI1676,2024,Qtr 1,Patients,Identification data,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Education and childcare,More than 1 week
BI1677,2024,Qtr 1,Subscribers,Health data,No Further Action,Non Cyber,Not Provided,10 to 99,Online technology and telecoms,Less than 24 hours
BI1678,2024,Qtr 1,Children,Criminal offence data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1k to 10k,Health,24 hours to 72 hours
BI1678,2024,Qtr 1,Children,Basic personal identifiers,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1k to 10k,Health,24 hours to 72 hours
BI1678,2024,Qtr 1,Children,Health data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1k to 10k,Health,24 hours to 72 hours
BI1679,2024,Qtr 1,Children,Identification data,No Further Action,Cyber,Malware (not ransomware),1 to 9,"Finance, insurance and credit",Less than 24 hours
BI1679,2024,Qtr 1,Children,Data revealing racial or ethnic origin,No Further Action,Cyber,Malware (not ransomware),1 to 9,"Finance, insurance and credit",Less than 24 hours
BI1679,2024,Qtr 1,Children,Economic and financial data,No Further Action,Cyber,Malware (not ransomware),1 to 9,"Finance, insurance and credit",Less than 24 hours
BI1680,2024,Qtr 1,Members of the public,Official documents,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Education and childcare,Less than 24 hours
BI1680,2024,Qtr 1,Members of the public,Location data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Education and childcare,Less than 24 hours
BI1680,2024,Qtr 1,Members of the public,Criminal offence data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Education and childcare,Less than 24 hours
BI1681,2024,Qtr 1,Users,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,1 to 9,Health,More than 1 week
BI1682,2024,Qtr 1,Users,Basic personal identifiers,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI1682,2024,Qtr 1,Users,Criminal offence data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI1683,2024,Qtr 1,Users,Economic and financial data,No Further Action,Non Cyber,Not Provided,100 to 1k,General business,72 hours to 1 week
BI1684,2024,Qtr 1,Subscribers,Location data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,24 hours to 72 hours
BI1684,2024,Qtr 1,Subscribers,Basic personal identifiers,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,24 hours to 72 hours
BI1685,2024,Qtr 1,Users,Location data,Investigation Pursued,Non Cyber,Not Provided,1k to 10k,Health,More than 1 week
BI1686,2024,Qtr 1,Children,Criminal offence data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1k to 10k,General business,72 hours to 1 week
BI1686,2024,Qtr 1,Children,Basic personal identifiers,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1k to 10k,General business,72 hours to 1 week
BI1687,2024,Qtr 1,Members of the public,Criminal offence data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI1687,2024,Qtr 1,Members of the public,Basic personal identifiers,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI1687,2024,Qtr 1,Members of the public,Identification data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI1687,2024,Qtr 1,Members of the public,Economic and financial data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI1688,2024,Qtr 1,Users,Economic and financial data,No Further Action,Non Cyber,Not Provided,1 to 9,General business,Less than 24 hours
BI1689,2024,Qtr 1,Children,Health data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,100 to 1k,Local government,More than 1 week
BI1690,2024,Qtr 1,Subscribers,Health data,Investigation Pursued,Non Cyber,Not Provided,10 to 99,Retail and manufacture,Less than 24 hours
BI1691,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,No Further Action,Non Cyber,Not Provided,1k to 10k,Health,72 hours to 1 week
BI1691,2024,Qtr 1,Customers or prospective customers,Economic and financial data,No Further Action,Non Cyber,Not Provided,1k to 10k,Health,72 hours to 1 week
BI1692,2024,Qtr 1,Customers or prospective customers,Identification data,Investigation Pursued,Cyber,Ransomware,1k to 10k,Legal,72 hours to 1 week
BI1692,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,Investigation Pursued,Cyber,Ransomware,1k to 10k,Legal,72 hours to 1 week
BI1693,2024,Qtr 1,Employees,Location data,No Further Action,Non Cyber,Not Provided,10 to 99,Charitable and voluntary,72 hours to 1 week
BI1694,2024,Qtr 1,Users,Economic and financial data,No Further Action,Cyber,Ransomware,1 to 9,"Finance, insurance and credit",Less than 24 hours
BI1694,2024,Qtr 1,Users,Basic personal identifiers,No Further Action,Cyber,Ransomware,1 to 9,"Finance, insurance and credit",Less than 24 hours
BI1695,2024,Qtr 1,Children,Official documents,Investigation Pursued,Non Cyber,Not Provided,1 to 9,General business,24 hours to 72 hours
BI1695,2024,Qtr 1,Children,Location data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,General business,24 hours to 72 hours
BI1696,2024,Qtr 1,Service users,Economic and financial data,No Further Action,Cyber,Unauthorised access,100 to 1k,General business,24 hours to 72 hours
BI1696,2024,Qtr 1,Service users,Identification data,No Further Action,Cyber,Unauthorised access,100 to 1k,General business,24 hours to 72 hours
BI1696,2024,Qtr 1,Service users,Official documents,No Further Action,Cyber,Unauthorised access,100 to 1k,General business,24 hours to 72 hours
BI1697,2024,Qtr 1,Patients,Health data,Investigation Pursued,Non Cyber,Not Provided,10 to 99,Health,72 hours to 1 week
BI1697,2024,Qtr 1,Patients,Economic and financial data,Investigation Pursued,Non Cyber,Not Provided,10 to 99,Health,72 hours to 1 week
BI1697,2024,Qtr 1,Patients,Identification data,Investigation Pursued,Non Cyber,Not Provided,10 to 99,Health,72 hours to 1 week
BI1697,2024,Qtr 1,Patients,Official documents,Investigation Pursued,Non Cyber,Not Provided,10 to 99,Health,72 hours to 1 week
BI1698,2024,Qtr 1,Customers or prospective customers,Location data,Ongoing,Non Cyber,Data emailed to incorrect recipient,100 to 1k,Central government,Less than 24 hours
BI1698,2024,Qtr 1,Customers or prospective customers,Criminal offence data,Ongoing,Non Cyber,Data emailed to incorrect recipient,100 to 1k,Central government,Less than 24 hours
BI1699,2024,Qtr 1,Users,Location data,No Further Action,Cyber,Unauthorised access,10 to 99,Local government,24 hours to 72 hours
BI1699,2024,Qtr 1,Users,Economic and financial data,No Further Action,Cyber,Unauthorised access,10 to 99,Local government,24 hours to 72 hours
BI1700,2024,Qtr 1,Users,Basic personal identifiers,No Further Action,Cyber,Phishing attack,100 to 1k,Local government,72 hours to 1 week
BI1700,2024,Qtr 1,Users,Criminal offence data,No Further Action,Cyber,Phishing attack,100 to 1k,Local government,72 hours to 1 week
BI1700,2024,Qtr 1,Users,Identification data,No Further Action,Cyber,Phishing attack,100 to 1k,Local government,72 hours to 1 week
BI1701,2024,Qtr 1,Patients,Economic and financial data,Action Taken,Non Cyber,Not Provided,1 to 9,Education and childcare,24 hours to 72 hours
BI1701,2024,Qtr 1,Patients,Health data,Action Taken,Non Cyber,Not Provided,1 to 9,Education and childcare,24 hours to 72 hours
BI1701,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,Action Taken,Non Cyber,Not Provided,1 to 9,Education and childcare,24 hours to 72 hours
BI1702,2024,Qtr 1,Members of the public,Economic and financial data,No Further Action,Non Cyber,Not Provided,1 to 9,Retail and manufacture,Less than 24 hours
BI1703,2024,Qtr 1,Service users,Official documents,Investigation Pursued,Non Cyber,Not Provided,1 to 9,General business,72 hours to 1 week
BI1703,2024,Qtr 1,Service users,Criminal offence data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,General business,72 hours to 1 week
BI1703,2024,Qtr 1,Service users,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Not Provided,1 to 9,General business,72 hours to 1 week
BI1704,2024,Qtr 1,Children,Basic personal identifiers,Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,Charitable and voluntary,Less than 24 hours
BI1705,2024,Qtr 1,Employees,Criminal offence data,Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,General business,More than 1 week
BI1706,2024,Qtr 1,Children,Criminal offence data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1k to 10k,General business,Less than 24 hours
